City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,hotan,37.0997,79.9269,3.6,37,12,0.56,CN,1699742135
363,uturoa,-16.7333,-151.4333,27.18,81,97,4.63,PF,1699742135
364,gadzhiyevo,69.2551,33.3362,-7.48,95,88,3.0,RU,1699742136
365,cole harbour,44.6724,-63.4751,3.31,89,47,3.58,CA,1699742136
366,koryazhma,61.3143,47.1691,-0.05,97,100,2.01,RU,1699742136
367,canico,32.6333,-16.85,22.06,84,75,3.6,PT,1699742136
368,brookings,44.3114,-96.7984,11.14,50,0,2.06,US,1699742049
369,plastun,44.7561,136.2939,-6.96,57,1,3.76,RU,1699742136
370,mokhsogollokh,61.4681,128.9203,-8.76,86,100,4.96,RU,1699742136
371,tuy hoa,13.0833,109.3,24.55,92,100,1.93,VN,1699742137
372,pitimbu,-7.4706,-34.8086,26.33,72,71,5.07,BR,1699742137
373,preobrazheniye,42.9019,133.9064,-5.21,57,1,3.59,RU,1699742137
374,touros,-5.1989,-35.4608,25.62,75,5,5.97,BR,1699742137
375,egyek,47.6333,20.9,6.1,90,100,7.25,HU,1699742137
376,liman,48.9884,37.8023,9.38,52,100,7.12,UA,1699742137
377,briar,32.9951,-97.5428,18.79,57,56,3.23,US,1699742137
378,alesund,62.4723,6.1549,3.75,75,0,3.6,NO,1699742138
379,woolgoolga,-30.1106,153.2007,26.13,66,6,5.36,AU,1699742138
380,ambalangoda,6.2355,80.0538,25.41,87,97,1.59,LK,1699742138
381,rio grande,-32.035,-52.0986,24.06,92,70,3.91,BR,1699741916
382,arraial do cabo,-22.9661,-42.0278,23.63,88,0,10.23,BR,1699742138
383,nanma,36.1817,118.1583,-2.15,55,0,1.7,CN,1699742138
384,fraserburgh,57.6874,-2.0184,4.51,75,87,2.94,GB,1699742138
385,petushki,55.9264,39.461,2.98,89,100,3.33,RU,1699742138
386,nema,57.5067,50.5011,-0.18,78,97,2.45,RU,1699742139
387,marolambo,-20.05,48.1167,18.41,98,100,0.6,MG,1699742139
388,buba,11.5833,-15.0,24.83,73,67,1.61,GW,1699742139
389,retreat,38.8245,-85.8533,9.61,47,4,2.85,US,1699742139
390,petrolina,-9.3986,-40.5008,32.03,27,0,4.63,BR,1699741939
391,marsala,37.7966,12.4352,19.97,77,40,6.17,IT,1699742140
392,robbio,45.2906,8.5911,7.23,66,70,2.11,IT,1699742140
393,colonia menno,-22.3667,-59.8167,40.1,19,33,3.99,PY,1699742140
394,dudinka,69.4058,86.1778,-7.43,96,100,4.02,RU,1699742140
395,chitre,7.9667,-80.4333,24.99,91,100,3.77,PA,1699742140
396,argo,37.6333,22.7333,14.88,73,47,2.27,GR,1699742140
397,sabana grande de boya,18.945,-69.7933,23.14,97,100,1.44,DO,1699742140
398,usinsk,65.9939,57.5281,-4.4,92,100,4.47,RU,1699742094
399,fortuna,40.5982,-124.1573,18.85,62,0,4.12,US,1699742064
400,brak,27.5496,14.2714,21.22,26,0,0.42,LY,1699742141
401,fort bragg,35.139,-79.006,11.57,86,100,2.57,US,1699742141
402,axim,4.8699,-2.2405,25.77,89,30,3.01,GH,1699742141
403,nagqu,31.5,92.0,-6.01,52,100,4.92,CN,1699742141
404,kovalam,8.3667,76.9967,27.05,89,40,1.54,IN,1699742142
405,soto la marina,23.7667,-98.2167,18.32,82,100,3.26,MX,1699742142
406,sertania,-8.0736,-37.2644,24.45,53,34,6.6,BR,1699742142
407,kuraymah,18.55,31.85,29.14,22,15,1.36,SD,1699742142
408,mitchell,43.7094,-98.0298,12.99,35,0,0.0,US,1699742079
409,ixtapa,20.7,-105.2,29.57,74,75,4.12,MX,1699741967
410,owensboro,37.7742,-87.1133,12.03,43,23,3.22,US,1699742101
411,playa blanca,28.8643,-13.8281,22.11,87,56,6.98,ES,1699742142
412,kassala,15.451,36.4,28.08,48,86,3.87,SD,1699742142
413,santa barbara,34.7333,-120.0343,24.31,6,0,3.09,US,1699741855
414,kargil,34.5667,76.1,-0.9,52,5,0.7,IN,1699742143
415,dhidhdhoo,6.8833,73.1,27.6,76,100,2.29,MV,1699742143
416,south hedland,-20.4089,118.5983,22.96,88,1,2.57,AU,1699742143
417,tosontsengel,48.7567,98.2839,-24.08,83,44,0.13,MN,1699742143
418,menaka,15.9182,2.4022,27.75,10,56,5.24,ML,1699742143
419,acajutla,13.5928,-89.8275,27.24,86,42,1.74,SV,1699742144
420,tamanrasset,22.785,5.5228,19.95,12,0,4.12,DZ,1699742144
421,kafarati,10.383,11.0957,25.57,24,87,3.16,NG,1699742014
422,pacific grove,36.6177,-121.9166,23.47,58,0,2.24,US,1699742144
423,nadi,-17.8,177.4167,30.0,58,40,2.57,FJ,1699742144
424,mar del plata,-38.0023,-57.5575,24.01,63,0,3.09,AR,1699741913
425,rikaze,29.25,88.8833,-1.9,59,3,1.7,CN,1699742144
426,sungjibaegam,41.2428,128.7989,-12.68,53,0,2.12,KP,1699742144
427,el granada,37.5027,-122.4694,24.02,64,0,6.17,US,1699742144
428,luanda,-8.8368,13.2343,26.0,83,20,3.09,AO,1699742145
429,qa'en,33.7265,59.1844,9.07,59,0,0.78,IR,1699742145
430,dawson creek,55.7666,-120.2362,5.8,56,75,5.14,CA,1699741950
431,bayanaul,50.7889,75.6956,5.38,76,100,6.05,KZ,1699742145
432,paradip garh,20.3167,86.6167,22.38,69,6,3.39,IN,1699742145
433,porto novo,6.4965,2.6036,28.9,86,10,2.93,BJ,1699742145
434,zaragoza,41.6561,-0.8773,20.25,57,0,10.29,ES,1699741949
435,itoigawa,37.0333,137.85,9.79,75,99,2.77,JP,1699742146
436,kangding,30.0513,101.9603,5.89,92,90,1.23,CN,1699742146
437,nova vicosa,-17.8919,-39.3719,25.49,77,2,7.29,BR,1699742146
438,ak-dovurak,51.1833,90.6,-14.38,96,90,0.45,RU,1699742146
439,neryungri,56.6709,124.6491,-11.23,76,79,4.68,RU,1699742146
440,brisas de zicatela,15.8369,-97.0419,30.29,48,40,4.12,MX,1699742147
441,el calafate,-50.3408,-72.2768,6.42,58,93,4.9,AR,1699742148
442,basse santa su,13.31,-14.2137,27.4,37,99,1.49,GM,1699742148
443,kabare,-2.4683,28.8242,17.23,99,100,1.06,CD,1699742148
444,santa maria la alta,18.6,-97.6667,20.38,48,0,6.46,MX,1699742148
445,lazaro cardenas,17.9583,-102.2,28.65,74,5,2.55,MX,1699741930
446,xining,36.6167,101.7667,-3.05,56,44,0.45,CN,1699742025
447,buka,40.8108,69.1986,10.56,76,98,1.25,UZ,1699742149
448,at-bashi,41.1702,75.8106,-3.42,64,92,1.18,KG,1699742149
449,kharagpur,22.3333,87.3333,20.44,64,0,2.68,IN,1699742149
450,nova sintra,14.8667,-24.7167,22.81,70,58,3.79,CV,1699742102
451,taber,49.8167,-112.1518,12.0,39,13,19.03,CA,1699742130
452,pollock pines,38.7613,-120.5866,17.64,50,0,2.06,US,1699742150
453,ola,59.5833,151.2833,-17.32,80,24,4.39,RU,1699742029
454,taoudenni,22.6783,-3.9836,26.15,16,0,4.21,ML,1699742150
455,tommot,58.9564,126.2925,-7.53,91,100,6.36,RU,1699742150
456,zheleznodorozhnyy,55.7503,38.0042,4.29,83,100,4.02,RU,1699742150
457,wuhan,30.5833,114.2667,6.05,75,85,5.98,CN,1699742150
458,tadine,-21.55,167.8833,23.94,62,78,9.55,NC,1699742150
459,barabinsk,55.3571,78.357,0.92,95,99,3.32,RU,1699741997
460,pithoragarh,29.5833,80.2167,6.47,69,0,1.45,IN,1699742150
461,berdigestyakh,62.0989,126.6992,-9.16,91,100,5.06,RU,1699742073
462,kargat,55.1956,80.2811,0.27,95,100,2.66,RU,1699742151
463,suez,29.9737,32.5263,22.59,65,93,2.76,EG,1699742151
464,juneau,58.3019,-134.4197,5.0,95,100,4.63,US,1699742127
465,metlili chaamba,32.2667,3.6333,19.52,32,0,0.0,DZ,1699742151
466,lata,40.1629,-8.3327,17.82,98,98,3.47,PT,1699742151
467,rybnaya sloboda,55.4613,50.1409,1.28,73,81,2.7,RU,1699742151
468,simpang,-1.2667,104.0833,24.0,93,17,0.9,ID,1699742151
469,quzhou,28.9594,118.8686,12.0,96,100,1.79,CN,1699742152
470,isangel,-19.55,169.2667,24.91,67,14,7.92,VU,1699742152
471,capinopolis,-18.6819,-49.5697,32.8,21,67,0.56,BR,1699742152
472,tuba city,36.135,-111.2399,15.77,25,0,1.34,US,1699742152
473,magadan,59.5667,150.8,-17.64,79,5,3.65,RU,1699742152
474,ebon,4.582,168.6964,27.76,81,98,4.76,MH,1699742152
475,yanqul,23.5905,56.5501,21.27,38,88,1.03,OM,1699742152
476,sola,-13.8833,167.55,26.42,80,97,11.59,VU,1699742152
477,urzhar,47.093,81.6294,5.15,73,100,1.83,KZ,1699742153
478,rethymno,35.3647,24.4714,20.79,85,85,4.07,GR,1699742153
479,christchurch,-43.5333,172.6333,23.63,45,82,2.06,NZ,1699742153
480,naze,28.3667,129.4833,15.51,84,99,5.63,JP,1699742153
481,floro,61.5996,5.0328,5.54,70,26,4.12,NO,1699742153
482,luderitz,-26.6481,15.1594,17.46,61,0,9.38,NA,1699742125
483,monze,-16.2833,27.4833,20.45,51,45,2.11,ZM,1699742153
484,montoro,38.0241,-4.3834,17.94,87,100,1.33,ES,1699742153
485,altai,46.3722,96.2583,-9.66,62,100,1.03,MN,1699742153
486,sosenskiy,54.059,35.9623,4.08,85,100,6.23,RU,1699742153
487,an nuhud,12.7,28.4333,28.9,44,93,2.34,SD,1699742153
488,bathsheba,13.2167,-59.5167,26.34,94,40,7.2,BB,1699742153
489,ha'il,27.5219,41.6907,16.01,51,0,1.03,SA,1699742153
490,schiffdorf,53.5333,8.65,7.3,94,15,2.16,DE,1699742154
491,yokadouma,3.5167,15.05,21.76,98,100,0.09,CM,1699742154
492,sawakin,19.1059,37.3321,28.27,72,75,1.26,SD,1699742154
493,nuuk,64.1835,-51.7216,-5.66,73,34,4.12,GL,1699742082
494,filadelfia,39.9523,-75.1638,12.3,50,100,3.09,US,1699741954
495,tongouson,5.0214,120.1328,27.91,77,49,1.87,PH,1699742154
496,hit,33.6416,42.8251,22.01,34,98,2.65,IQ,1699742154
497,usogorsk,63.4106,48.6872,0.37,96,99,1.88,RU,1699742154
498,lupiro,-8.3833,36.6667,23.51,87,85,2.59,TZ,1699742154
499,hwado,37.6525,127.3075,-0.51,50,0,1.68,KR,1699742154
500,idrinskoye,54.3708,92.1358,-9.47,94,100,1.22,RU,1699742154
501,slavyanka,42.8633,131.3847,-4.09,49,1,4.37,RU,1699742154
502,ulan bator,47.9077,106.8832,-18.93,71,4,1.0,MN,1699741869
503,kuanda,56.3161,116.0806,-17.49,95,85,0.39,RU,1699742117
504,karratha,-20.7377,116.8463,23.6,55,3,5.11,AU,1699742155
505,san andres,12.5847,-81.7006,27.01,94,20,2.57,CO,1699742155
506,sao joao da barra,-21.6403,-41.0511,26.05,89,2,7.65,BR,1699742155
507,sao tome,0.3365,6.7273,26.32,83,100,2.23,ST,1699742155
508,daru,-9.0763,143.2092,27.0,66,98,4.49,PG,1699742155
509,kudymkar,59.0173,54.656,-0.77,90,53,1.9,RU,1699742155
510,greymouth,-42.4667,171.2,15.03,63,100,2.88,NZ,1699742115
511,saint-philippe,-21.3585,55.7679,21.77,85,28,4.72,RE,1699742155
512,howrah,22.5892,88.3103,22.0,88,0,1.54,IN,1699742155
513,kurchatov,51.6601,35.6521,7.45,69,100,7.99,RU,1699742156
514,lodja,-3.4833,23.4333,20.92,98,98,0.71,CD,1699742156
515,avila,40.5833,-5.0,12.03,88,100,4.34,ES,1699742156
516,chadron,42.8294,-102.9999,14.82,18,0,4.12,US,1699742156
517,harper,4.375,-7.7169,25.53,88,42,2.86,LR,1699742156
518,izbiceni,43.8333,24.65,8.34,68,6,11.13,RO,1699742156
519,westport,41.1415,-73.3579,10.44,59,0,3.09,US,1699742156
520,salinopolis,-0.6136,-47.3561,27.57,74,8,6.55,BR,1699742156
521,pathein,16.7833,94.7333,24.18,88,43,1.5,MM,1699742156
522,neijiang,29.5835,105.0622,12.57,90,100,6.12,CN,1699742101
523,jackson,42.4165,-122.8345,15.01,63,0,1.34,US,1699742156
524,cabedelo,-6.9811,-34.8339,26.37,72,68,5.86,BR,1699742156
525,corralejo,28.7424,-13.8684,22.06,86,58,6.45,ES,1699742156
526,xilin hot,43.9667,116.0333,-16.95,94,65,1.31,CN,1699742157
527,carolina beach,34.0352,-77.8936,12.04,94,100,1.34,US,1699742157
528,linxia chengguanzhen,35.6003,103.2064,-2.37,48,71,0.84,CN,1699742157
529,kita,13.0349,-9.4895,25.86,27,78,0.46,ML,1699742157
530,tevriz,57.509,72.4042,0.12,99,100,0.69,RU,1699742157
531,ghat,24.9647,10.1728,20.7,19,0,2.73,LY,1699742157
532,yantzaza,-3.8278,-78.7594,22.06,94,44,0.17,EC,1699742157
533,tamalous,36.8376,6.6402,16.41,63,41,3.57,DZ,1699742157
534,urengoy,65.9667,78.3667,0.71,93,100,7.25,RU,1699742157
535,agadez,19.75,10.25,23.31,15,30,3.57,NE,1699742157
536,novyy urgal,51.0736,132.5642,-16.86,94,34,0.33,RU,1699742157
537,strathalbyn,-35.2667,138.9,14.39,76,94,4.13,AU,1699742158
538,strelka,58.0728,93.0344,-6.0,93,100,1.39,RU,1699742158
539,antofagasta,-23.65,-70.4,18.6,71,22,4.43,CL,1699741564
540,zimatlan de alvarez,16.8667,-96.7833,26.14,31,75,5.66,MX,1699742158
541,smidovich,48.6,133.8167,-17.95,94,11,3.31,RU,1699742158
542,tralee,52.2704,-9.7026,8.27,91,100,8.69,IE,1699742158
543,margate,51.3813,1.3862,6.61,72,80,2.92,GB,1699741992
544,uliastay,47.7417,96.8444,-12.78,60,100,2.97,MN,1699742158
545,ascension,30.2169,-90.9001,19.47,88,100,2.68,US,1699742158
546,kuzhener,56.8111,48.9128,0.45,94,100,3.0,RU,1699742158
547,itupiranga,-5.1347,-49.3267,27.18,66,70,0.11,BR,1699742158
548,guilin,25.2819,110.2864,12.06,82,100,5.28,CN,1699742158
549,lau,9.2167,11.2833,27.25,51,79,0.86,NG,1699742158
550,campos belos,-13.0367,-46.7717,30.76,24,48,1.54,BR,1699742159
551,puerto baquerizo moreno,-0.9,-89.6,26.55,69,40,5.66,EC,1699742159
552,ngala,12.3377,14.1805,28.02,39,64,4.69,NG,1699742159
553,ulladulla,-35.35,150.4667,20.66,59,82,1.91,AU,1699742159
554,sakakah,29.9697,40.2064,19.76,28,84,2.96,SA,1699742159
555,birjand,32.8663,59.2211,7.26,45,0,2.06,IR,1699742159
556,timmins,48.4669,-81.3331,-2.1,86,100,1.54,CA,1699741945
557,arawa,-6.2132,155.5367,29.21,69,100,2.25,PG,1699742159
558,cadale,2.7603,46.3222,25.91,85,92,2.7,SO,1699742017
559,andergrove,-21.0833,149.1833,25.36,64,61,6.36,AU,1699742159
560,qorovulbozor,39.5006,64.7936,3.84,47,0,2.09,UZ,1699742159
561,burutu,5.3509,5.5076,26.07,86,67,2.87,NG,1699742160
562,buedu,8.2803,-10.3719,21.87,98,100,0.86,SL,1699742160
563,manicore,-5.8092,-61.3003,29.54,56,94,1.25,BR,1699742160
564,magistral'nyy,56.1725,107.4458,-12.57,94,26,1.41,RU,1699742160
565,jalai nur,49.45,117.7,-16.55,87,9,2.62,CN,1699742160
566,qala i naw,34.9874,63.1289,8.85,68,0,0.39,AF,1699742160
567,soderhamn,61.3037,17.0592,1.64,96,100,5.4,SE,1699742160
568,traunreut,47.9627,12.5923,4.12,76,70,0.89,DE,1699742161
569,sacalaz,45.7583,21.1122,8.13,88,75,8.23,RO,1699742161
570,mugia,43.1041,-9.2179,17.87,93,87,8.09,ES,1699742161
571,yaren,-0.5472,166.916,28.37,85,100,13.88,NR,1699742155
572,chaihe,44.7667,129.7,-20.39,99,75,2.34,CN,1699742161
573,bosaso,11.2842,49.1816,27.0,80,95,2.01,SO,1699742161
574,banda aceh,5.5577,95.3222,26.47,81,100,1.51,ID,1699742161
575,torrington,41.8007,-73.1212,6.69,66,17,3.13,US,1699742161
576,wynyard,-41.0,145.7167,13.1,61,60,6.13,AU,1699742162
577,puerto lempira,15.2667,-83.7667,26.08,89,40,2.57,HN,1699742162
578,klaksvik,62.2266,-6.589,3.51,65,97,5.76,FO,1699742162
